strategic_intelligence.n.01	preventive_medicine.n.01
silvia.n.01	thermotropism.n.01
great_care.n.01	break.n.14
click_beetle.n.01	bowdlerization.n.02
quiscalus.n.01	air_base.n.01
electrification.n.01	keratoscopy.n.01
gavial.n.01	backsaw.n.01
embodiment.n.03	acarine.n.01
americana.n.01	sarcorhamphus.n.01
circumvention.n.01	giant_panda.n.01
anguillula.n.01	quadruped.n.01
accommodation.n.06	chum_salmon.n.01
perforation.n.03	referral.n.03
hunt.n.07	ixodidae.n.01
fish_doctor.n.01	agribusiness.n.01
surnia.n.01	haemopis.n.01
belemnoidea.n.01	free_trade.n.01
going_ashore.n.01	outside_loop.n.01
insessores.n.01	contract.n.03
riding.n.02	antiemetic.n.01
ephestia.n.01	miridae.n.01
domestic_pigeon.n.01	beard.n.04
brotulidae.n.01	backhoe.n.01
bongo.n.02	choriotis.n.01
poaching.n.01	turdinae.n.01
bag.n.06	browntail.n.01
joint_venture.n.01	greco-roman_wrestling.n.01
basement.n.02	bioterrorism.n.01
tax_collection.n.01	gregarine.n.01
tufted_puffin.n.01	vorticella.n.01
incumbency.n.03	mealworm.n.01
business.n.06	autoloader.n.01
mirror_carp.n.01	autosexing.n.01
potter_bee.n.01	muridae.n.01
checkers.n.01	cryptophyta.n.01
confession.n.03	presence.n.06
world.n.08	horn.n.02
curettage.n.01	english_lady_crab.n.01
scissors.n.02	muroidea.n.01
massasauga.n.02	genus_calosoma.n.01
scardinius.n.01	action.n.07
kittee.n.01	heteropterous_insect.n.01
bear_hug.n.02	crest.n.05
quetzal.n.02	cycling.n.01
treachery.n.02	sensing.n.02
lavage.n.01	collared_peccary.n.01
device.n.03	testacea.n.01
marking.n.04	ringdove.n.01
mugiloidea.n.01	castoroides.n.01
carrion.n.01	hampton_roads.n.02
sawfish.n.01	molter.n.01
great_grey_owl.n.01	branching.n.01
comma_bacillus.n.01	ambulatory.n.01
nephrops.n.01	apodiform_bird.n.01
lesser_rorqual.n.01	genus_noctiluca.n.01
freshwater_bream.n.02	greco-roman_wrestling.n.01
stampede.n.01	argusianus.n.01
international_terrorism.n.01	lineation.n.02
cheetah.n.01	analysis.n.01
fregatidae.n.01	morula.n.01
wharf_rat.n.02	shadowing.n.01
advance.n.06	corn_borer.n.01
judgment.n.03	forehand_drive.n.01
stonefly.n.01	metaurus_river.n.01
false_vampire.n.01	cuculidae.n.01
conquest.n.01	carrier.n.11
john_dory.n.01	salve.n.02
readmission.n.01	grubby.n.01
intelligence_test.n.01	wandering_albatross.n.01
constrictor.n.01	barouche.n.01
blood_typing.n.01	genus_glossina.n.01
pump_priming.n.02	gar.n.01
pisces.n.04	densitometry.n.01
smacker.n.02	world_war_i.n.01
iridotomy.n.01	proteidae.n.01
jerboa_kangaroo.n.01	resale.n.01
knife_fight.n.01	genus_deinocheirus.n.01
practice.n.03	hair_care.n.01
footwork.n.01	operations.n.01
actual_eviction.n.01	polistes.n.01
cankerworm.n.01	watchdog.n.02
dive.n.03	macropodidae.n.01
siren.n.05	anthozoan.n.01
tautoga.n.01	eastern_woodrat.n.01
uptick.n.01	crime.n.02
damaraland_mole_rat.n.01	weaning.n.01
enterprise.n.01	scaphiopus.n.01
sea_catfish.n.01	cost_accounting.n.01
ageism.n.01	common_canary.n.01
pipefish.n.01	mediterranean_water_shrew.n.01
poronotus.n.01	arts_and_crafts.n.01
downtick.n.01	monohybrid.n.01
selar.n.01	madagascar_cat.n.01
puppetry.n.02	bluethroat.n.01
possession.n.02	whitetip_shark.n.01
convoy.n.03	genus_palometa.n.01
intravenous_pyelography.n.01	procnias.n.01
spread_eagle.n.02	ax_handle.n.01
ark.n.02	broadtail.n.02
asian_coral_snake.n.01	slowdown.n.01
spread.n.10	macrodactylus.n.01
honeycreeper.n.01	prunella.n.02
psalterium.n.01	injury.n.04
telecommuting.n.01	stomatopod.n.01
carving.n.02	chrysaora.n.01
acoustic_storage.n.01	dorylinae.n.01
osmerus.n.01	eurylaimi.n.01
header.n.06	kangaroo.n.01
big-eared_bat.n.01	double_cross.n.01
salmonella.n.01	towhee.n.01
logistics.n.01	springer_spaniel.n.01
agamidae.n.01	bunt.n.01
channidae.n.01	orange_tortrix.n.01
backstroke.n.01	amphipoda.n.01
nonpasserine_bird.n.01	right_field.n.02
european_nuthatch.n.01	exercise.n.03
mole_salamander.n.01	microorganism.n.01
ypres.n.01	foot.n.06
tarawa.n.02	ground_beetle.n.01
cattle_breeding.n.01	asteroidea.n.01
american_copper.n.01	placental.n.01
misdemeanor.n.01	false_vampire.n.01
possession.n.02	box_turtle.n.01
scomberesocidae.n.01	hearing.n.01
clostridium_perfringens.n.01	athletic_facility.n.01
garden_webworm.n.01	self-organization.n.01
southwestern_toad.n.01	actinomycetaceae.n.01
twist.n.11	career.n.01
joining.n.01	monitor.n.07
sinornis.n.01	humpback.n.03
old-age_insurance.n.01	pyrophorus.n.01
alligatoridae.n.01	eriosoma.n.01
end.n.11	detribalization.n.01
tailorbird.n.01	portunidae.n.01
centriscidae.n.01	dipterous_insect.n.01
providence.n.02	homecoming.n.01
saiga.n.01	shank.n.08
rehabilitation.n.01	deployment.n.01
access.n.05	blackburn.n.01
manipulation.n.01	office.n.06
aphrodisiac.n.01	genus_trachodon.n.01
arnica.n.03	equalization.n.01
vipera.n.01	angiocardiogram.n.01
national_insurance.n.01	umbrella_bird.n.01
antigonia.n.01	walkabout.n.03
medicare.n.01	chara.n.01
chemosurgery.n.01	dipus.n.01
derivation.n.08	nepotism.n.01
larus.n.01	pollachius.n.01
viceroy.n.02	turbellaria.n.01
rejection.n.01	trinectes.n.01
deviation.n.04	metier.n.02
shrimpfish.n.01	eggar.n.01
dolphin_kick.n.01	snapping_turtle.n.01
edible_mussel.n.01	locusta.n.01
white_rhinoceros.n.01	pagurus.n.01
caudine_forks.n.01	spiny_lobster.n.02
border_terrier.n.01	belemnoidea.n.01
proboscidea.n.02	harrier.n.03
beak.n.02	realization.n.02
yellow_jack.n.03	blastocyst.n.01
crusade.n.02	mud_turtle.n.01
mercy.n.05	consolidation.n.02
analeptic.n.01	neutralization.n.04
sturnella.n.01	over-the-shoulder_bombing.n.01
sewing.n.01	jassidae.n.01
dermatobia.n.01	authorship.n.02
guard.n.09	seventeen-year_locust.n.01
medical_care.n.01	diversion.n.01
alms_dish.n.01	urban_renewal.n.01
vertebrata.n.01	percussion.n.01
cypraea.n.01	impala.n.01
cephalobidae.n.01	nuthatch.n.01
administration.n.01	sculpture.n.02
polymorph.n.01	headship.n.02
precession.n.02	bass_drum.n.01
coaching.n.01	airplane.n.01
yellow_perch.n.01	backing.n.01
sulidae.n.01	access.n.05
popularity_contest.n.01	roller.n.07
argynnis.n.01	eyedrop.n.02
cock.n.05	bunker_hill.n.01
parasite.n.01	carrier_pigeon.n.01
equilibration.n.01	sialidae.n.01
platyctenea.n.01	vibration.n.01
attack_dog.n.01	rheiformes.n.01
wombat.n.01	cunaxa.n.01
blunder.n.01	orange_bat.n.01
eating.n.01	greenling.n.01
herpestes.n.01	accordion.n.01
megadermatidae.n.01	primary_health_care.n.01
urosaurus.n.01	professional_golf.n.01
gyps.n.01	arvicola.n.01
genus_tortrix.n.01	bullterrier.n.01
bombyx.n.01	relaxation.n.06
acorn_tube.n.01	buildup.n.01
allowance.n.06	audible.n.01
oncorhynchus.n.01	messiahship.n.01
audio.n.04	africanized_bee.n.01
plunderage.n.01	countersuit.n.01
guppy.n.01	psophia.n.01
molding.n.01	airstrip.n.01
glareolidae.n.01	pub_crawl.n.01
pyramiding.n.01	exercise.n.01
stage_dancing.n.01	common_american_shad.n.01
genus_andrena.n.01	professional_baseball.n.01
terrorism.n.01	corvidae.n.01
breach_of_contract.n.01	purple_grackle.n.01
motorcycling.n.01	taeniidae.n.01
plantigrade_mammal.n.01	sledding.n.01
buzzard.n.02	intonation.n.02
reptile_genus.n.01	spittle_insect.n.01
nepotism.n.01	fair_trade.n.01
etiolation.n.03	adoration.n.03
prisoner's_base.n.01	francisella_tularensis.n.01
bell_ringing.n.03	actinomyxidian.n.01
feline.n.01	alpha_blocker.n.01
barrow's_goldeneye.n.01	mycophagy.n.01
xiphiidae.n.01	accelerator.n.02
sea_feather.n.01	tenrecidae.n.01
genus_mantis.n.01	priacanthus.n.01
field_hockey.n.01	geometridae.n.01
pass.n.15	nutation.n.01
match_play.n.01	kidnapping.n.01
collaboration.n.01	blackpoll.n.01
spoliation.n.01	serranus.n.01
sumo.n.01	berycomorphi.n.01
steganopus.n.01	trench_warfare.n.02
calisthenics.n.01	gallirallus.n.01
bailment.n.01	tylenchidae.n.01
hindrance.n.03	phenacomys.n.01
cooking.n.01	pectinibranchia.n.01
vespa.n.01	bridle.n.02
second_base.n.02	vixen.n.02
fair_catch.n.01	white-tailed_jackrabbit.n.01
leprosy_bacillus.n.01	world.n.08
autoinjector.n.01	long-horned_beetle.n.01
echidna.n.01	alphavirus.n.01
black_guillemot.n.01	steller's_sea_cow.n.01
tracheostomy.n.01	pempheridae.n.01
anesthetic.n.01	titillation.n.02
cerapteryx.n.01	mardi_gras.n.02
anoplura.n.01	drymarchon.n.01
shirking.n.01	taxation.n.03
ephemeroptera.n.01	orientation.n.01
ophisaurus.n.01	bluegill.n.01
hog-nosed_skunk.n.01	renovation.n.01
assist.n.02	sea_bream.n.02
trypetidae.n.01	automatic_choke.n.01
discharge.n.09	duplication.n.02
noctiluca.n.01	talapoin.n.01
gunfire.n.01	prairie_vole.n.01
arthroplasty.n.01	viscacha.n.01
neurotropism.n.01	robber_frog.n.02
ovalipes.n.01	common_scoter.n.01
webworm_moth.n.01	gambit.n.03
asbestos_abatement.n.01	divorce.n.01
atom_bomb.n.01	habitude.n.01
bob.n.07	firewall.n.01
ninjutsu.n.01	jackass_penguin.n.01
cob.n.04	augmentation.n.03
anthozoa.n.01	inbreeding.n.01
chemotherapy.n.01	cowpens.n.01
gasterosteidae.n.01	rounding.n.01
tree_squirrel.n.01	isopod.n.01
maneuver.n.03	aftercare.n.01
tomato_hornworm.n.01	civil_disobedience.n.01
pluck.n.02	adapid.n.01
shrimpfish.n.01	brachyura.n.01
connection.n.08	gavia.n.01
oryctolagus.n.01	planning.n.01
cathartes.n.01	concourse.n.03
sciaenid_fish.n.01	armed_robbery.n.01
hirudinea.n.01	integration.n.03
seven_years'_war.n.01	going_ashore.n.01
grass_snake.n.01	medication.n.02
self-denial.n.02	lateral_pass.n.01
ballup.n.01	actinia.n.01
draft_horse.n.01	basic_training.n.01
rachycentron.n.01	hawksbill_turtle.n.01
corvine_bird.n.01	nonstarter.n.02
restraint.n.01	review.n.08
armyworm.n.01	follow-through.n.02
backbone.n.05	breach_of_warranty.n.01
reciprocal_inhibition.n.01	satin_bowerbird.n.01
estimate.n.02	truck_farming.n.01
traversal.n.02	megachile.n.01
tarsius.n.01	misdemeanor.n.01
acrobates.n.01	home_study.n.01
logistic_support.n.01	arctocebus.n.01
justification.n.03	footfault.n.01
lay-up.n.01	salvage.n.03
lesbianism.n.01	carry.n.01
bovinae.n.01	skillet_fish.n.01
ceratopsidae.n.01	triakidae.n.01
red-breasted_nuthatch.n.01	strip_cropping.n.01
eacles.n.01	lineation.n.02
phase_ii_clinical_trial.n.01	harnessed_antelope.n.01
tribuneship.n.01	angel_shark.n.01
synchronization.n.02	reptantia.n.01
cuttlefish.n.01	european_goatsucker.n.01
beluga.n.01	secondment.n.02
pearl_oyster.n.01	tetanus.n.02
fire-bellied_toad.n.01	strepsirhini.n.01
telemarketing.n.01	admiration.n.03
wrack.n.01	mydriasis.n.01
wild_ass.n.01	prefecture.n.02
break_dancing.n.01	crack.n.09
giraffa.n.01	large_civet.n.01
backup.n.04	amphotericin.n.01
icebreaker.n.02	cynodontia.n.01
vicuna.n.03	unitization.n.03
canasta.n.01	sea-duty.n.01
nester.n.02	database_management.n.01
flame_fish.n.01	proboscidean.n.01
amniote.n.01	genus_globigerina.n.01
zaglossus.n.01	unionization.n.01
forest_goat.n.01	physical_rehabilitation.n.01
hit.n.07	auto_racing.n.01
elopement.n.01	poacher.n.03
slam_dancing.n.01	offertory.n.02
attention.n.04	center.n.18
concurrence.n.02	euthanasia.n.01
barnacle_goose.n.01	african_wild_ass.n.01
avadavat.n.01	hydrozoa.n.01
adornment.n.01	backbone.n.05
lenience.n.03	domestic_sheep.n.01
deterrence.n.03	threshing.n.01
power_play.n.02	base.n.19
kite.n.04	cock_sucking.n.01
aneides.n.01	barbital.n.01
guard.n.09	gallinago.n.01
lumbering.n.01	myxocephalus.n.01
ball_valve.n.01	the_way_of_the_world.n.01
ecoterrorism.n.01	chuckwalla.n.01
serrated_wrack.n.01	texas_leaguer.n.01
sloth.n.02	lesser_ape.n.01
picumnus.n.01	hermit_crab.n.01
ostrich.n.02	chordate.n.01
demarche.n.01	white-lipped_peccary.n.01
regeneration.n.03	corn_dance.n.01
trade.n.03	armored_vehicle.n.01
jackdaw.n.01	photography.n.01
gregarinida.n.01	lipreading.n.01
striped_skunk.n.01	brevoortia.n.01
phragmocone.n.01	supping.n.01
bony_fish.n.01	complement_fixation.n.01
sexism.n.01	bluepoint.n.02
rhodophyceae.n.01	genus_siren.n.01
celioscopy.n.01	silver_hake.n.01
naked_option.n.01	passing.n.07
scolytus.n.01	quantification.n.02
schnauzer.n.01	sunfish.n.03
inverted_hang.n.01	jerboa.n.01
psocid.n.01	genus_pitta.n.01
counter-sabotage.n.01	angiography.n.01
bathymetry.n.01	spying.n.02
nutcracker.n.03	contributory_negligence.n.01
holothuroidea.n.01	corner_kick.n.01
consulting_service.n.01	ostrea.n.01
blacktail_prairie_dog.n.01	genus_plesiosaurus.n.01
dipodidae.n.01	garganey.n.01
starfish.n.01	pied-billed_grebe.n.01
talon.n.01	varanidae.n.01
pterodactyl.n.01	tattler.n.02
predator.n.02	cattle.n.01
yellowfin.n.01	kangaroo_mouse.n.01
leptodactylid_frog.n.01	beaked_whale.n.01
apidae.n.01	barred_owl.n.01
prawn.n.02	barndoor_skate.n.01
tutelage.n.01	genus_palometa.n.01
exopterygota.n.01	new_world_chat.n.01
whitetip_shark.n.01	armored_vehicle.n.01
tattoo.n.03	aminopyrine.n.01
drogheda.n.01	viatication.n.01
puff_adder.n.01	audio_cd.n.01
hydrobates.n.01	lama.n.02
stupefaction.n.03	rehearsal.n.02
blood_sport.n.01	fairy_shrimp.n.01
billy.n.02	differential_blood_count.n.01
dik-dik.n.01	mismanagement.n.01
mugging.n.01	bait_and_switch.n.01
curacy.n.01	ballet_skirt.n.01
halicoeres.n.01	dogfish.n.02
approach.n.09	delphinapterus.n.01
realization.n.04	partial_breach.n.01
wilt.n.02	polygonia.n.01
curlew_sandpiper.n.01	crabeater_seal.n.01
genus_addax.n.01	malfeasance.n.01
auto_limitation.n.01	polity.n.03
todus.n.01	greater_whitethroat.n.01
horned_puffin.n.01	asp.n.02
domestic_terrorism.n.01	limenitis.n.01
effort.n.02	nationalization.n.03
sixth_crusade.n.01	search_and_destroy_mission.n.01
acrylic.n.03	bluethroat.n.01
murine.n.01	usurpation.n.02
center.n.16	cat_shark.n.01
contretemps.n.01	numismatics.n.01
australopithecus_boisei.n.01	astrophyton_muricatum.n.01
flickertail.n.01	drenching.n.01
purification.n.04	seiurus.n.01
genus_gorilla.n.01	piciform_bird.n.01
speed.n.03	e-commerce.n.01
echolocation.n.01	chickamauga.n.01
chlorophyll_a.n.01	table_game.n.01
winter_flounder.n.02	prawn.n.02
loligo.n.01	west_nile_virus.n.01
white-breasted_nuthatch.n.01	fishing.n.01
legal_action.n.01	saipan.n.02
coelacanth.n.01	thresher.n.02
medical_care.n.01	promiscuity.n.01
decapoda.n.02	germanism.n.01
maltese_dog.n.01	sivapithecus.n.01
barratry.n.03	montagu's_harrier.n.01
discourtesy.n.03	holdout.n.03
temperament.n.03	dunkirk.n.03
platy.n.01	golf.n.01
pilus.n.02	cardiospasm.n.01
spruce_gall_aphid.n.01	strawworm.n.02
chipping_sparrow.n.01	security_intelligence.n.01
journalism.n.02	ailurus.n.01
break.n.16	antibiotic.n.01
siamang.n.01	disunion.n.01
tayassuidae.n.01	pseudacris.n.01
cephalochordata.n.01	chachalaca.n.01
vasotomy.n.01	sceloporus.n.01
accessory.n.02	bongo.n.02
agateware.n.01	by-catch.n.01
endameba.n.01	widegrip_pushup.n.01
seasoning.n.02	obstruction.n.05
isolation.n.03	jackdaw.n.01
crecy.n.01	liparis.n.02
inauguration.n.02	antidiuretic.n.01
change_of_shape.n.01	spoliation.n.01
march.n.02	nationalization.n.03
car_care.n.01	capelin.n.01
hack.n.08	mobulidae.n.01
adding_machine.n.01	salvage.n.02
education.n.01	deerstalking.n.01
deceleration.n.03	snivel.n.01
zidovudine.n.01	smoothhound.n.01
honor_killing.n.01	philately.n.01
enhancement.n.01	centralization.n.01
fruit_fly.n.01	makeover.n.01
housecleaning.n.01	reception.n.05
phytotherapy.n.01	babysitting.n.01
coccidae.n.01	sin.n.02
european_magpie.n.01	deepwater_pipefish.n.01
grey_fox.n.01	scuba_diving.n.01
psychosurgery.n.01	waste.n.05
voyage.n.02	lachnolaimus.n.01
amphitheater.n.02	manual_of_arms.n.01
hipsurus.n.01	archiannelida.n.01
promotion.n.02	blind_snake.n.01
tarawa.n.02	exacerbation.n.02
splenectomy.n.01	detention.n.02
genus_costia.n.01	equilibration.n.01
sea_wrack.n.02	insider_trading.n.01
assault_rifle.n.01	examination.n.01
hair-raiser.n.01	gorgonacea.n.01
muishond.n.01	balance_wheel.n.01
kalotermitidae.n.01	sip.n.01
aglet.n.01	cynipidae.n.01
fontenoy.n.01	array.n.03
balk.n.04	plunderage.n.01
elasmobranchii.n.01	flight.n.09
self-punishment.n.01	dramatic_production.n.01
strigidae.n.01	genus_ceratodus.n.01
genus_ibero-mesornis.n.01	mycetophilidae.n.01
aisle.n.02	tyrannidae.n.01
iridoprocne.n.01	commercialization.n.01
plethodontidae.n.01	ciconia.n.01
amphipod.n.01	haunch.n.02
harvest_mite.n.01	square-bashing.n.01
pernyi_moth.n.01	shrew_mole.n.01
arbitration.n.02	pacific_herring.n.01
dytiscidae.n.01	counselorship.n.01
article.n.02	brush_turkey.n.01
potos.n.01	restoration.n.02
rhizopoda.n.01	heteropterous_insect.n.01
word_division.n.01	desert_tortoise.n.01
archosauria.n.01	ophiodontidae.n.01
tettigoniidae.n.01	dog_breeding.n.01
course.n.01	ordeal.n.02
extravaganza.n.01	longways.n.01
renovation.n.01	hard-shell_crab.n.01
diapsida.n.01	hognose_bat.n.01
willet.n.01	trim.n.04
bowdlerism.n.01	duplicity.n.02
fishing.n.02	pacification.n.03
revoke.n.01	pass.n.07
heliolatry.n.01	pullet.n.02
natural_object.n.01	contribution.n.05
perseverance.n.02	nihil_obstat.n.02
apadana.n.01	halter.n.04
dowitcher.n.01	onychogalea.n.01
double_blind.n.01	snow_goose.n.01
dihybrid.n.01	spending.n.01
echoencephalography.n.01	evil_eye.n.01
placement.n.03	hoopoe.n.01
terrain_intelligence.n.01	stereospondyli.n.01
oophorectomy.n.01	double_entry.n.01
hepatic_tanager.n.01	place_bet.n.01
pas_de_deux.n.01	myxosporidia.n.01
friction.n.03	tour_de_force.n.01
thick-billed_murre.n.01	genus_chlamydia.n.01
chordata.n.01	greenbottle.n.01
treehopper.n.01	erithacus.n.01
hinny.n.01	cub.n.03
criminal_negligence.n.01	aquaplane.n.01
eviction.n.02	great_white_heron.n.02
ultimate_frisbee.n.01	grain_moth.n.01
citrophilous_mealybug.n.01	gadiformes.n.01
antibacterial.n.01	support.n.08
show.n.01	federalization.n.02
seeing_eye_dog.n.01	demand_feeding.n.01
amplification.n.01	felony.n.01
aulacorhyncus.n.01	exmoor.n.02
collaboration.n.02	delinquency.n.03
lory.n.01	acinonyx.n.01
clangula.n.01	gerbillinae.n.01
lapwing.n.01	overhand_pitch.n.01
asio.n.01	bust-up_takeover.n.01
hand.n.13	genus_corynebacterium.n.01
misbehavior.n.01	repair.n.01
gallant_fox.n.01	motivation.n.01
french_and_indian_war.n.01	erinaceus.n.01
mastotermes.n.01	irruption.n.01
heliozoan.n.01	male_chauvinism.n.01
buyer's_market.n.01	plant_louse.n.01
genus_nautilus.n.01	centropus.n.01
gopher_tortoise.n.01	collembola.n.01
hypnotherapy.n.01	concealment.n.03
skeet.n.01	mourning_cloak.n.01
discard.n.03	lakeland_terrier.n.01
defoliator.n.01	eastern_ground_snake.n.01
mammut.n.01	moon_shot.n.01
artificial_respiration.n.01	castoroides.n.01
breaststroke.n.01	gyrinidae.n.01
osteostracan.n.01	xylocopa.n.01
transplant.n.02	baffle.n.01
northern_phalarope.n.01	by-election.n.01
aquatint.n.01	domestic_cat.n.01
psophia.n.01	halma.n.01
cuculiform_bird.n.01	desktop_publishing.n.01
audubon's_warbler.n.01	ptarmigan.n.01
chordate.n.01	leopardess.n.01
detraction.n.02	transposition.n.05
true_lobster.n.01	thermopylae.n.01
ball.n.01	cacique.n.01
muscicapidae.n.01	rajidae.n.01
northern_phalarope.n.01	streptomyces.n.01
garrulus.n.01	arab-israeli_war.n.01
sow.n.01	golf.n.01
protoctist_genus.n.01	manul.n.01
sea_slug.n.01	acipenseridae.n.01
disconnection.n.03	journey.n.01
gall_midge.n.01	homo_sapiens_sapiens.n.01
weasel.n.02	brood_hen.n.01
dendrocolaptes.n.01	guillemot.n.01
exculpation.n.02	melolonthid_beetle.n.01
natantia.n.01	soleidae.n.01
comb-footed_spider.n.01	lurch.n.03
oriental_cockroach.n.01	lassa_virus.n.01
touchdown.n.01	xerography.n.01
pus-forming_bacteria.n.01	setophaga.n.01
do-si-do.n.01	suslik.n.01
flathead_catfish.n.01	outburst.n.03
springer_spaniel.n.01	psittacula.n.01
bifurcation.n.03	charge.n.01
lumpfish.n.01	poxvirus.n.01
drawing.n.03	leapfrog.n.02
trench_warfare.n.01	monkey_business.n.01
macrozoarces.n.01	machupo_virus.n.01
bunt.n.01	repetition.n.02
blue_mockingbird.n.01	hypopachus.n.01
genus_hydra.n.01	shovel_board.n.01
slice.n.04	domestic_carp.n.01
acorn_tube.n.01	phonics.n.01
balaclava.n.01	cephalopoda.n.01
reconciliation.n.02	punic_war.n.01
perciformes.n.01	rynchops.n.01
footstep.n.02	curling.n.01
storage.n.01	porker.n.01
deference.n.01	cut.n.20
mariticide.n.01	bombing.n.02
plant_hopper.n.01	genus_dimetrodon.n.01
pace_lap.n.01	reynard.n.01
holocaust.n.01	attestation_service.n.01
ball_and_chain.n.01	crackdown.n.01
petroglyph.n.01	ritual.n.03
common_wallaby.n.01	atlantic_cod.n.01
intermission.n.01	brood_bitch.n.01
hummingbird.n.01	paternity_suit.n.01
nomia_melanderi.n.01	puppetry.n.02
spasmolysis.n.01	cottage_industry.n.01
razing.n.02	ground_attack.n.01
crangonidae.n.01	prefabrication.n.01
cautery.n.02	sanction.n.04
homogenization.n.01	dorylinae.n.01
sculpture.n.02	ritual.n.02
indirect_fire.n.01	charales.n.01
competition.n.03	undoing.n.01
killifish.n.01	ptarmigan.n.01
comptrollership.n.01	orgy.n.03
once-over.n.01	spoonfeeding.n.01
sprinkle.n.02	typification.n.02
digression.n.03	air_pump.n.01
utility.n.03	dolichotis.n.01
chunga.n.01	dramatic_production.n.01
neophron.n.01	albuterol.n.01
progne.n.01	intervention.n.04
shading.n.02	stipulation.n.03
ant.n.01	possession.n.07
orchestiidae.n.01	flamingo.n.01
order_arms.n.01	strip_cropping.n.01
board_game.n.01	traction.n.02
dealing.n.01	genus_spirogyra.n.01
airbus.n.01	crustacea.n.01
readmission.n.01	stage.n.06
cost_accounting.n.01	grey_flounder.n.01
ameiurus.n.01	triton.n.03
crab-eating_dog.n.01	angora.n.02
squash.n.03	red-legged_partridge.n.01
coyote.n.01	teutoburger_wald.n.01
roundup.n.01	aphasmidia.n.01
centipede.n.01	tragulidae.n.01
interior_decoration.n.02	stratification.n.01
central_chimpanzee.n.01	gila_monster.n.01
literature.n.04	gerris.n.01
activity.n.01	naseby.n.02
balaenopteridae.n.01	ice_hockey.n.01
acipenser.n.01	pyralidae.n.01
cunaxa.n.01	asparagus_bed.n.01
comma_bacillus.n.01	alpine_salamander.n.01
daycare.n.01	heterotroph.n.01
robbery.n.01	common_eland.n.01
dien_bien_phu.n.01	hispid_pocket_mouse.n.01
desmidium.n.01	platycephalidae.n.01
scheduled_maintenance.n.01	shrimp.n.03
multiplication.n.03	halibut.n.02
broadtail.n.02	vultur.n.01
false_scorpion.n.01	reprieve.n.04
experiment.n.01	smack.n.05
zoomastigina.n.01	virion.n.01
lechery.n.01	adhesive_tape.n.01
yellow_jacket.n.02	dock.n.06
pass.n.07	carrion.n.01
insurgency.n.01	chub_mackerel.n.01
succussion.n.01	auspices.n.01
spectroscopy.n.01	panto.n.01
labor.n.02	planktonic_algae.n.01
means.n.01	apparition.n.04
lurch.n.01	homo_sapiens.n.01
xenotransplant.n.01	ruggedization.n.01
kalotermitidae.n.01	california_quail.n.01
caporetto.n.01	touch_football.n.01
play.n.14	apparatus.n.01
acetaminophen.n.01	syrian_bear.n.01
spine.n.05	anticoagulant.n.01
leptospira.n.01	euryale.n.02
continuing_education.n.01	ambystomid.n.01
consummation.n.01	mail_call.n.01
crocodylus.n.01	trailing.n.01
jab.n.02	nitella.n.01
rachycentridae.n.01	ctenidium.n.01
teachership.n.01	transformation.n.05
seismography.n.01	pathogen.n.01
white_perch.n.01	startle_response.n.01
count_fleet.n.01	detraction.n.02
renewal.n.02	spheniscidae.n.01
relation.n.06	ball_gown.n.01
brit.n.02	balcony.n.02
tiglon.n.01	attribute.n.02
corbina.n.01	bearded_seal.n.01
scombridae.n.01	antefix.n.01
rouge_et_noir.n.01	peneus.n.01
skank.n.02	referendum.n.01
potation.n.02	ambystomid.n.01
marlin.n.01	four-hitter.n.01
pearlfish.n.01	genus_echinococcus.n.01
angiogenesis_inhibitor.n.01	regulus.n.02
pseudomonodaceae.n.01	oyster_shell.n.01
prairie_rattlesnake.n.01	common_brant_goose.n.01
eland.n.01	actinometer.n.01
cancer.n.05	syndication.n.01
triage.n.01	tailoring.n.01
crab.n.07	associateship.n.01
ermine.n.02	mastoidectomy.n.01
professional_basketball.n.01	legislation.n.02
scotch_terrier.n.01	desmodus_rotundus.n.01
chance.n.03	inspection.n.01
stand.n.09	newfoundland.n.01
stretch.n.04	crucifix_fish.n.01
legal_action.n.01	goldfinch.n.02
stilt.n.03	ouster.n.03
vasotomy.n.01	drawing.n.05
surrender.n.03	acrodont.n.01
beat.n.10	myrmecia.n.01
brush.n.06	appearance.n.05
chemotherapy.n.01	pristis.n.01
bruin.n.01	lucky_dip.n.01
nimravus.n.01	ball_and_chain.n.01
horseshoe_crab.n.01	isuridae.n.01
curlew_sandpiper.n.01	contamination.n.03
tracing.n.03	claw.n.04
victory_lap.n.01	north_american_free_trade_agreement.n.01
fraud_in_the_inducement.n.01	bar.n.13
arthrodesis.n.01	emulation.n.03
musca.n.02	polypedatidae.n.01
listing.n.02	vasectomy.n.01
disbarment.n.01	protectorship.n.01
gudgeon.n.02	house.n.07
otaria.n.01	chachalaca.n.01
cocoon.n.01	hitch.n.07
fruit_fly.n.01	inscription.n.03
deprecation.n.02	committal_service.n.01
beginning.n.05	brant.n.01
periodic_breathing.n.01	basketball.n.01
lookout.n.04	turning.n.02
residency.n.01	lumpfish.n.01
kinesis.n.01	gregarinida.n.01
swerve.n.01	dibranchiata.n.01
delivery.n.01	sea_otter.n.01
attack.n.02	piecework.n.01
crying.n.01	close_supporting_fire.n.01
eumetopias.n.01	ala.n.02
uropygial_gland.n.01	baseball_diamond.n.01
passed_ball.n.01	mutual_aid.n.01
highjacking.n.01	marabou.n.02
alaska_fur_seal.n.01	about-face.n.01
ostracodermi.n.01	muscivora.n.01
