agitation.n.05	shaking.n.01
intelligence.n.05	current_intelligence.n.01
owl.n.01	little_owl.n.01
misbehavior.n.01	delinquency.n.03
practice.n.01	habitude.n.01
assumption.n.07	position.n.16
application.n.03	lining.n.03
oscine.n.01	thrush.n.03
therapy.n.01	inflation_therapy.n.01
ablation.n.01	meniscectomy.n.01
singing.n.01	crooning.n.01
boating.n.01	bareboating.n.01
eating.n.01	bite.n.08
frog.n.01	tree_toad.n.01
chlorophyll.n.01	chlorophyll_b.n.01
eubacteria.n.01	vibrio.n.01
bacteria_species.n.01	streptococcus_anhemolyticus.n.01
bird_genus.n.01	regulus.n.02
water_shrew.n.01	mediterranean_water_shrew.n.01
dinosaur.n.01	argentinosaur.n.01
payment.n.02	ransom.n.02
fish_family.n.01	lamnidae.n.01
clip.n.05	nip.n.06
reptile_genus.n.01	chelydra.n.01
egg.n.01	roe.n.04
motion.n.03	wiggle.n.01
advocacy.n.01	drumbeat.n.03
position.n.06	baronetage.n.02
objectification.n.01	depersonalization.n.03
practice.n.01	lobbyism.n.01
motion.n.03	headshake.n.01
check.n.06	spot_check.n.01
animal_virus.n.01	picornavirus.n.01
lineman.n.04	end.n.14
transaction.n.01	operations.n.01
new_world_sparrow.n.01	white-throated_sparrow.n.01
protection.n.01	defense.n.12
show.n.01	carnival.n.03
seafaring.n.01	cabotage.n.02
egress.n.03	emission.n.01
teaching.n.01	catechesis.n.01
pitched_battle.n.01	cannae.n.01
burning.n.01	arson.n.01
painting.n.02	watercolor.n.04
position.n.06	incumbency.n.03
fish_family.n.01	anomalopidae.n.01
change.n.03	filtration.n.02
scute.n.01	carapace.n.01
bite.n.08	nip.n.06
terrorism.n.01	narcoterrorism.n.01
stage_dancing.n.01	modern_dance.n.01
trade.n.02	tanning.n.03
market.n.01	black_market.n.02
new_world_oriole.n.01	cacique.n.01
reptile_genus.n.01	heterodon.n.01
sport.n.01	gymnastics.n.01
control.n.05	flight_control.n.01
fish_family.n.01	chimaeridae.n.01
agamid.n.01	dragon.n.04
business_activity.n.01	wash.n.08
dressing.n.06	toilet.n.04
ballroom_dancing.n.01	waltz.n.03
preparation.n.01	turnaround.n.04
worship.n.01	heliolatry.n.01
autoeroticism.n.01	masturbation.n.01
performance.n.02	magic_trick.n.01
grosbeak.n.01	hawfinch.n.01
stay.n.01	sojourn.n.01
counterintelligence.n.01	censoring.n.01
vice.n.02	gambling.n.01
foram.n.01	nummulite.n.01
amphibian_genus.n.01	hydromantes.n.01
salamander.n.01	alpine_salamander.n.01
poker.n.02	high-low.n.01
animal_order.n.01	amoebida.n.01
bird_genus.n.01	silvia.n.01
flagellate.n.01	costia.n.01
cryptography.n.02	decoding.n.01
counterfire.n.01	counterbattery_fire.n.01
fish_family.n.01	torpedinidae.n.01
blacksnake.n.02	blue_racer.n.01
new_world_oriole.n.01	new_world_blackbird.n.01
thiobacillus.n.01	thiobacteria.n.01
crime.n.01	victimless_crime.n.01
fish_genus.n.01	carcharias.n.01
animal_virus.n.01	flavivirus.n.01
war.n.01	balkan_wars.n.01
finch.n.01	red_siskin.n.01
maneuver.n.05	flight_maneuver.n.01
telephotography.n.01	radiophotography.n.01
habit.n.02	second_nature.n.01
foreplay.n.01	caressing.n.01
reptile_genus.n.01	sphenodon.n.01
cancellation.n.01	write-off.n.02
naval_battle.n.01	hampton_roads.n.02
violation.n.02	foul.n.01
mammal_genus.n.01	neomys.n.01
teaching_reading.n.01	whole-word_method.n.01
shark.n.01	carpet_shark.n.01
fish_family.n.01	fistulariidae.n.01
group_action.n.01	return.n.10
plant_virus.n.01	viroid.n.01
acquisition.n.01	buyout.n.01
support.n.08	suspension.n.06
free_trade.n.01	north_american_free_trade_agreement.n.01
fishing.n.01	angling.n.01
group_action.n.01	attendance.n.01
measurement.n.01	anemometry.n.01
court_game.n.01	volleyball.n.01
diversion.n.01	fun.n.01
proceeding.n.01	lawsuit.n.01
maneuver.n.03	icing.n.03
bird_family.n.01	mimidae.n.01
crocodilian_reptile.n.01	gavial.n.01
approach.n.02	landing_approach.n.01
trip.n.01	run.n.16
objectification.n.01	hypostatization.n.01
mission.n.02	direct_support.n.01
animal_virus.n.01	bunyavirus.n.01
swimming_kick.n.01	thrash.n.01
rendition.n.04	reinterpretation.n.02
microorganism.n.01	protist.n.01
visit.n.01	call.n.06
bird_genus.n.01	progne.n.01
chordate_family.n.01	salpidae.n.01
concealment.n.03	mask.n.02
lamination.n.02	veneering.n.02
water_travel.n.01	ocean_trip.n.01
swift.n.03	swiftlet.n.01
conservation.n.02	conservancy.n.02
position.n.06	clerkship.n.01
naval_battle.n.01	jutland.n.02
restraint.n.01	collar.n.08
maneuver.n.04	ploy.n.02
crocodilian_reptile.n.01	false_gavial.n.01
lizard.n.01	monitor.n.07
football.n.01	soccer.n.01
bird_of_prey.n.01	hawk.n.01
capture.n.04	abduction.n.01
closed-heart_surgery.n.01	port-access_coronary_bypass_surgery.n.01
stroke.n.01	baseball_swing.n.01
animal_order.n.01	monotremata.n.01
procedure.n.01	fingerprinting.n.01
skate.n.02	barndoor_skate.n.01
fight.n.02	dogfight.n.04
psychotherapy.n.02	hypnotherapy.n.01
degradation.n.01	dehumanization.n.01
escapade.n.02	sexcapade.n.01
swimming.n.01	floating.n.01
chicken.n.02	cock.n.04
demand.n.04	claim.n.03
dive.n.02	flip.n.05
sexual_intercourse.n.01	defloration.n.02
vertebrate.n.01	fetus.n.01
animal_order.n.01	insectivora.n.01
care.n.05	providence.n.02
polychaete.n.01	sea_mouse.n.01
hunt.n.08	deer_hunting.n.01
failure.n.01	naught.n.02
execution.n.01	electrocution.n.01
reptile_family.n.01	trionychidae.n.01
bacteria_genus.n.01	nitrobacter.n.01
pitch.n.02	beanball.n.01
campaign.n.02	consumerism.n.02
bet.n.02	superfecta.n.01
examination.n.01	autopsy.n.01
division.n.12	septation.n.01
reptile_family.n.01	crotalidae.n.01
motion.n.03	straddle.n.03
collection.n.04	gather.n.02
sale.n.03	rummage_sale.n.01
domestic_fowl.n.01	guinea_fowl.n.01
eating.n.01	lunching.n.01
position.n.06	throne.n.03
corvine_bird.n.01	nutcracker.n.03
pitched_battle.n.01	zama.n.01
bird_genus.n.01	aulacorhyncus.n.01
evacuation.n.02	dunkirk.n.03
reptile_genus.n.01	micrurus.n.01
imaging.n.02	positron_emission_tomography.n.01
taxis.n.01	chemotaxis.n.01
provision.n.02	stocking.n.02
operation.n.06	evisceration.n.01
gymnastics.n.01	acrobatics.n.01
weightlift.n.01	bench_press.n.01
rearrangement.n.01	reordering.n.01
immunization.n.01	sensitizing.n.01
recovery.n.03	repossession.n.01
crying.n.01	snivel.n.01
increase.n.05	expansion.n.04
service.n.02	community_service.n.01
baseball.n.01	five-hitter.n.01
mako.n.01	bonito_shark.n.01
position.n.06	associateship.n.01
course.n.01	propaedeutic.n.01
operation.n.06	enucleation.n.01
packaging.n.01	unitization.n.02
cholecystectomy.n.01	laparoscopic_cholecystectomy.n.01
listing.n.02	inventory.n.05
bird_genus.n.01	muscivora.n.01
game.n.03	party_game.n.01
amphibious_operation.n.01	amphibious_assault.n.01
banishment.n.02	ejection.n.02
eating.n.01	mycophagy.n.01
due_process.n.01	judgment.n.03
breach_of_contract.n.01	breach_of_promise.n.01
naval_battle.n.01	passero.n.01
microorganism.n.01	microbe.n.01
reptile_genus.n.01	tropidoclonion.n.01
removal.n.01	deletion.n.04
wrongdoing.n.02	violation.n.02
fastening.n.02	grounding.n.02
fish_family.n.01	aulostomidae.n.01
commercial_enterprise.n.02	industry.n.02
sampling.n.01	stratified_sampling.n.01
jay.n.02	old_world_jay.n.01
bird_genus.n.01	erithacus.n.01
water_ouzel.n.01	european_water_ouzel.n.01
move.n.02	flit.n.02
thrush.n.03	old_world_chat.n.01
rite.n.01	liturgy.n.02
plant_virus.n.01	onion_yellow-dwarf_virus.n.01
arthroplasty.n.01	arthrodesis.n.01
deference.n.01	last_respects.n.01
boxing.n.01	professional_boxing.n.01
goose.n.01	blue_goose.n.01
bacteria_family.n.01	corynebacteriaceae.n.01
reptile_genus.n.01	genus_stegosaurus.n.01
dancing.n.01	pas_de_deux.n.01
decrease.n.04	subtraction.n.02
bird_family.n.01	apterygidae.n.01
legal_action.n.01	civil_action.n.01
chimaera.n.03	rabbitfish.n.01
meeting.n.04	rendezvous.n.01
direct_action.n.01	recusancy.n.01
effort.n.02	friction.n.03
card_game.n.01	baccarat.n.01
creating_from_raw_materials.n.01	lamination.n.02
travel.n.01	commutation.n.01
act.n.02	causing.n.01
decrease.n.04	rollback.n.02
judgment.n.03	final_judgment.n.01
magnetic_resonance_imaging.n.01	functional_magnetic_resonance_imaging.n.01
manual_labor.n.01	application.n.03
court_game.n.01	badminton.n.01
web-toed_salamander.n.01	limestone_salamander.n.01
prayer.n.01	devotion.n.04
bird_family.n.01	paradisaeidae.n.01
removal.n.01	rinse.n.02
sporozoan.n.01	piroplasm.n.01
enema.n.01	colonic_irrigation.n.01
functional_magnetic_resonance_imaging.n.01	blood-oxygenation_level_dependent_functional_magnetic_resonance_imaging.n.01
intemperance.n.02	drink.n.02
frog.n.01	true_frog.n.01
car_care.n.01	oil_change.n.01
run.n.05	reverse.n.05
breach_of_contract.n.01	breach_of_trust.n.01
delay.n.02	postponement.n.02
change.n.03	move.n.02
cooperation.n.01	representation.n.03
reptile_family.n.01	boidae.n.01
reflex.n.01	gulp.n.02
sale.n.03	fire_sale.n.01
stage_dancing.n.01	cakewalk.n.01
cypriniform_fish.n.01	loach.n.01
acquiring.n.01	capture.n.01
filovirus.n.01	ebola_virus.n.01
wrestling.n.02	professional_wrestling.n.01
division.n.03	atomization.n.01
farming.n.01	animal_husbandry.n.01
bacteria.n.01	probiotic.n.01
hit.n.02	grounder.n.01
pipit.n.01	meadow_pipit.n.01
scientific_research.n.01	biological_research.n.01
blood_sport.n.01	bullfighting.n.01
bird.n.01	night_bird.n.01
mammal_genus.n.01	ornithorhynchus.n.01
bobwhite.n.01	northern_bobwhite.n.01
action.n.01	vampirism.n.02
enforcement.n.01	execution.n.06
creation.n.01	creating_by_removal.n.01
attack.n.01	strafe.n.01
alga.n.01	yellow-green_algae.n.01
sheldrake.n.02	shelduck.n.01
oscine.n.01	honeycreeper.n.02
look.n.02	observation.n.02
animal_virus.n.01	rhabdovirus.n.01
removal.n.02	purge.n.03
movement.n.11	transportation.n.02
reptile_family.n.01	teiidae.n.01
trip.n.01	round_trip.n.01
gallinaceous_bird.n.01	hoatzin.n.01
activity.n.01	laughter.n.02
handicraft.n.02	lace_making.n.01
language_lesson.n.01	french_lesson.n.01
eagle.n.01	eaglet.n.01
game.n.01	zero-sum_game.n.01
duty.n.01	imperative.n.02
sporozoan.n.01	haemoproteid.n.01
activity.n.01	representation.n.10
lowering.n.01	tapering.n.01
cardiopulmonary_exercise.n.01	conditioner.n.01
football_play.n.01	handoff.n.01
bird_genus.n.01	lanius.n.01
reptile_family.n.01	anniellidae.n.01
field_game.n.01	polo.n.02
repetition.n.02	copying.n.01
dinosaur.n.01	saurischian.n.01
exploitation.n.02	colonialism.n.01
performance.n.02	one-night_stand.n.02
child's_game.n.01	mumblety-peg.n.01
murder.n.01	mariticide.n.01
counterfire.n.01	countermortar_fire.n.01
ctenophore.n.01	venus's_girdle.n.01
measure.n.01	precaution.n.01
goose.n.01	honker.n.03
mite.n.02	rust_mite.n.01
commerce.n.01	exchange.n.08
withdrawal.n.03	effacement.n.02
commercial_enterprise.n.02	field.n.06
punishment.n.01	cruel_and_unusual_punishment.n.01
therapy.n.01	iontophoresis.n.01
walk.n.04	perambulation.n.01
amphibian_genus.n.01	genus_amphiuma.n.01
acting.n.01	heroics.n.01
discrimination.n.01	ableism.n.01
amphibian_family.n.01	ascaphidae.n.01
intensification.n.01	aggravation.n.03
welding.n.01	butt_welding.n.01
reptile_genus.n.01	notechis.n.01
aggression.n.03	plundering.n.01
rat_snake.n.01	chicken_snake.n.01
show.n.01	interlude.n.02
march.n.02	routemarch.n.01
dramatization.n.02	puppetry.n.02
fish_family.n.01	carcharhinidae.n.01
position.n.06	professorship.n.01
mobilization.n.02	rallying.n.01
creeper.n.03	brown_creeper.n.01
way.n.05	warpath.n.02
rattlesnake.n.01	rock_rattlesnake.n.01
lizard.n.01	iguanid.n.01
murder.n.01	slaughter.n.03
gorgonian.n.01	sea_feather.n.01
learned_profession.n.01	theology.n.03
motion.n.06	descent.n.03
arthropod.n.01	tongue_worm.n.01
signals_intelligence.n.01	telemetry_intelligence.n.01
measurement.n.01	actinometry.n.01
group_action.n.01	separation.n.05
activity.n.01	ceremony.n.02
paraphilia.n.01	exhibitionism.n.02
mamba.n.01	black_mamba.n.01
animal_order.n.01	anseres.n.01
possession.n.01	constructive_possession.n.01
matrix_operation.n.01	matrix_inversion.n.01
puncture.n.03	perforation.n.03
rehearsal.n.01	run-through.n.01
baseball.n.01	hardball.n.02
education.n.01	elementary_education.n.01
hunt.n.07	predation.n.02
lizard.n.01	skink.n.01
bacteria_genus.n.01	genus_shigella.n.01
extramarital_sex.n.01	fornication.n.01
implementation.n.02	practice.n.03
insemination.n.02	artificial_insemination.n.01
motion.n.03	body_english.n.01
insertion.n.02	perfusion.n.01
devotion.n.02	hobbyism.n.01
oscine.n.01	mockingbird.n.01
blow.n.01	thwack.n.01
hawk.n.01	redtail.n.01
giving.n.01	contribution.n.03
hawk.n.01	eyas.n.01
performance.n.04	overachievement.n.01
activity.n.01	practice.n.01
thrush.n.03	redstart.n.02
deception.n.02	take-in.n.01
reptile_family.n.01	typhlopidae.n.01
punishment.n.01	economic_strangulation.n.01
effort.n.02	exercise.n.01
felony.n.01	bribery.n.01
prevention.n.01	disqualification.n.02
merganser.n.01	hooded_merganser.n.01
observation.n.02	sighting.n.01
airlift.n.01	berlin_airlift.n.01
bird_genus.n.01	genus_cotinga.n.01
placental.n.01	insectivore.n.01
reptile_genus.n.01	eunectes.n.01
stomach_exercise.n.01	sit-up.n.01
operation.n.06	microsurgery.n.01
stand.n.12	repulsion.n.03
skiing.n.01	ski_jumping.n.01
selling.n.01	wholesale.n.01
martial_art.n.01	ninjutsu.n.01
seaweed.n.01	arame.n.01
alteration.n.02	accommodation.n.06
representation.n.10	schematization.n.01
cleaning.n.01	spring-cleaning.n.01
consumption.n.01	drinking.n.01
jawless_vertebrate.n.01	heterostracan.n.01
breathing.n.01	panting.n.01
seaweed.n.01	seagrass.n.01
sporozoan.n.01	gregarine.n.01
traffic.n.02	drug_traffic.n.01
colubrid_snake.n.01	black-headed_snake.n.01
gait.n.03	saunter.n.01
provision.n.02	subvention.n.02
regulation.n.06	gun_control.n.01
siege.n.01	vicksburg.n.02
risk.n.02	crapshoot.n.01
social_control.n.01	nationalization.n.03
diversion.n.01	eurythmy.n.01
change.n.03	change_of_magnitude.n.01
immersion.n.04	trine_immersion.n.01
sacrament.n.01	holy_eucharist.n.01
worm_genus.n.01	hirudo.n.01
child's_game.n.01	musical_chairs.n.01
pitched_battle.n.01	thermopylae.n.01
reptile_genus.n.01	diadophis.n.01
competition.n.03	contest.n.02
terrorism.n.01	bioterrorism.n.01
mammal_genus.n.01	thylacinus.n.01
damage.n.03	defacement.n.01
bird_family.n.01	meliphagidae.n.01
harassment.n.02	badgering.n.01
animal_order.n.01	ostracodermi.n.01
withdrawal.n.02	disinvestment.n.01
cutback.n.01	service_cutback.n.01
ceremony.n.03	groundbreaking.n.01
titmouse.n.01	tufted_titmouse.n.01
rehabilitation.n.01	vocational_rehabilitation.n.01
debarkation.n.01	going_ashore.n.01
reptile_genus.n.01	basiliscus.n.01
practice.n.01	nudism.n.01
plundering.n.01	depredation.n.01
cock.n.04	cockerel.n.01
dance_step.n.01	glissade.n.01
act.n.02	acquiring.n.01
kindness.n.03	cupboard_love.n.01
performance.n.02	encore.n.01
protoctist_genus.n.01	chlamydomonas.n.01
reptile_genus.n.01	phrynosoma.n.01
weakening.n.02	wilt.n.02
failure.n.05	disappointment.n.02
action.n.01	kindness.n.03
ballet.n.01	modern_ballet.n.01
cypriniform_fish.n.01	cyprinodont.n.01
contraction.n.01	braxton-hicks_contraction.n.01
bird_genus.n.01	cinclus.n.01
worship.n.01	moon-worship.n.01
payment.n.02	prepayment.n.01
celebration.n.02	ludi_saeculares.n.01
bird_genus.n.01	setophaga.n.01
sexual_activity.n.01	sexual_intercourse.n.01
practice.n.04	consultancy.n.01
phalanger.n.01	flying_phalanger.n.01
duty.n.02	assignment.n.01
reptile_genus.n.01	varanus.n.01
politeness.n.02	deference.n.01
golf.n.01	round_of_golf.n.01
landing.n.03	touchdown.n.02
coelenterate_genus.n.01	genus_nanomia.n.01
position.n.09	first_base.n.02
ice_skating.n.01	figure_skating.n.01
activity.n.01	mystification.n.03
psychosurgery.n.01	lobotomy.n.01
mud_turtle.n.01	musk_turtle.n.01
soiling.n.01	staining.n.02
casino.n.02	royal_casino.n.01
hunt.n.08	ducking.n.01
new_world_flycatcher.n.01	kingbird.n.01
arthropod_family.n.01	ctenizidae.n.01
application.n.03	paving.n.03
denudation.n.01	cornhusking.n.02
swallow.n.03	white-bellied_swallow.n.01
bacteria_species.n.01	calymmatobacterium_granulomatis.n.01
atrocity.n.02	brutality.n.02
enteric_bacteria.n.01	escherichia.n.01
constriction.n.04	strangulation.n.03
operation.n.06	ablation.n.01
expedient.n.01	pis_aller.n.01
animal_order.n.01	nothosauria.n.01
animal_order.n.01	coccidia.n.01
action.n.01	employment.n.03
protoctist_genus.n.01	genus_chlorella.n.01
examination.n.01	fine-tooth_comb.n.02
inspection.n.01	check.n.06
guan.n.01	piping_guan.n.01
exchange.n.08	barter.n.01
revel.n.01	orgy.n.03
tropism.n.01	meteortropism.n.01
score.n.10	field_goal.n.01
motion.n.03	retraction.n.02
stroke.n.12	blow.n.01
colubrid_snake.n.01	bull_snake.n.01
biological_research.n.01	stem-cell_research.n.01
sacrifice.n.05	sacrifice_fly.n.01
redemption.n.01	conversion.n.04
reptile_family.n.01	iguanidae.n.01
journey.n.01	expedition.n.03
care.n.01	tender_loving_care.n.01
campaign.n.02	lost_cause.n.01
plastic_surgery.n.01	lipectomy.n.01
means.n.01	instrument.n.02
solitaire.n.04	canfield.n.01
bacteria_family.n.01	thiobacteriaceae.n.01
piciform_bird.n.01	woodpecker.n.01
card_game.n.01	casino.n.02
return.n.10	requital.n.02
breach_of_contract.n.01	breach_of_the_covenant_of_warranty.n.01
locomotion.n.02	step.n.03
act.n.02	wear.n.03
social_control.n.01	population_control.n.01
way.n.05	primrose_path.n.01
bacteria_genus.n.01	genus_staphylococcus.n.01
motion.n.03	flit.n.01
union.n.11	coalescence.n.01
animal_order.n.01	myxiniformes.n.01
supporting_fire.n.01	deep_supporting_fire.n.01
touch.n.05	stroke.n.05
diagnostic_procedure.n.01	auscultation.n.01
open-heart_surgery.n.01	coronary_bypass.n.01
duty.n.01	guardianship.n.02
passage.n.05	lockage.n.03
first_step.n.01	peace_initiative.n.01
attack.n.02	counterattack.n.02
easing.n.02	liberalization.n.01
placental.n.01	yearling.n.03
liberation.n.01	clearing.n.02
consolidation.n.02	horizontal_integration.n.01
high_jump.n.02	fosbury_flop.n.01
transportation.n.02	drive.n.07
protoctist_family.n.01	babesiidae.n.01
bite.n.08	munch.n.02
carving.n.02	petroglyph.n.01
motion.n.03	circumduction.n.01
explosion.n.02	detonation.n.02
engagement.n.05	gig.n.06
service.n.02	community_service.n.02
bird_genus.n.01	loxia.n.01
cyprinid.n.01	shiner.n.04
wrestling_hold.n.01	scissors.n.02
round_dance.n.01	schottische.n.02
oscine.n.01	honey_eater.n.01
ablation.n.01	laryngectomy.n.01
sterilization.n.01	surgical_contraception.n.01
bird_genus.n.01	agriocharis.n.01
catch.n.09	fair_catch.n.01
possession.n.01	retention.n.01
foul.n.01	technical_foul.n.01
festival.n.02	film_festival.n.01
feeding.n.02	intravenous_feeding.n.01
pitched_battle.n.01	soissons.n.01
poisoning.n.02	gassing.n.02
mathematical_process.n.01	maximization.n.01
worship.n.01	cosmolatry.n.01
golf_stroke.n.01	sclaff.n.01
siphonophore.n.01	apolemia.n.01
phasianid.n.01	partridge.n.03
accountancy.n.01	inventory_accounting.n.01
cub.n.03	bear_cub.n.01
animal.n.01	darter.n.02
breach.n.01	breach_of_duty.n.01
run.n.05	rush.n.07
heart_surgery.n.01	open-heart_surgery.n.01
gravure.n.04	photogravure.n.03
organism.n.01	relative.n.02
tour.n.01	pub_crawl.n.01
bacteria.n.01	gonococcus.n.01
trade.n.02	plumbing.n.02
nonaccomplishment.n.01	negligence.n.01
proceeding.n.01	intervention.n.04
whole.n.02	congener.n.03
attachment.n.06	graft.n.03
function.n.03	stead.n.01
martial_art.n.01	jujutsu.n.01
fish_family.n.01	sphyrnidae.n.01
measurement.n.01	dosimetry.n.01
maneuver.n.03	baseball_play.n.01
coral_snake.n.01	african_coral_snake.n.01
animal_order.n.01	eurylaimi.n.01
blunder.n.01	bull.n.04
self-denial.n.02	mortification.n.04
eubacteria.n.01	xanthomonad.n.01
scaphopod.n.01	tooth_shell.n.01
invention.n.03	devisal.n.01
worm_genus.n.01	fasciola.n.01
enterprise.n.01	business_activity.n.01
provision.n.02	fueling.n.01
pitched_battle.n.01	minden.n.01
rite.n.01	office.n.06
requiem_shark.n.01	blacktip_shark.n.01
bacteria_genus.n.01	genus_mycoplasma.n.01
rescue.n.01	salvage.n.02
bird_genus.n.01	tetrao.n.01
theropod.n.01	tyrannosaur.n.01
design.n.01	planning.n.02
clearing.n.02	purge.n.01
walk.n.01	sleepwalking.n.01
dressing.n.06	primping.n.01
harrier.n.03	marsh_hawk.n.01
play.n.14	horseplay.n.01
down.n.01	duck_down.n.01
diversion.n.01	entertainment.n.01
diapsid.n.01	archosaur.n.01
badminton.n.01	doubles.n.01
reproductive_cloning.n.01	human_reproductive_cloning.n.01
reptile_genus.n.01	genus_ankylosaurus.n.01
examination.n.01	going-over.n.01
rattlesnake.n.01	diamondback.n.01
centesis.n.01	abdominocentesis.n.01
swimming.n.01	dip.n.08
bird_genus.n.01	coturnix.n.01
carry.n.01	packing.n.03
young_bird.n.01	eaglet.n.01
retrovirus.n.01	human_immunodeficiency_virus.n.01
bacteria_genus.n.01	genus_lactobacillus.n.01
evasion.n.03	escape_mechanism.n.01
press.n.09	impression.n.09
activity.n.01	calibration.n.01
kick.n.01	dropkick.n.01
dancing.n.01	stage_dancing.n.01
fire.n.02	scheduled_fire.n.01
respite.n.02	spring_break.n.01
spider.n.01	black_widow.n.01
contact_sport.n.01	ice_hockey.n.01
penetration.n.01	breakthrough.n.03
pitched_battle.n.01	pydna.n.01
social_dancing.n.01	ballroom_dancing.n.01
exploitation.n.01	capitalization.n.03
duck.n.01	duckling.n.02
bird_genus.n.01	phoenicurus.n.01
ford.n.08	deep_fording.n.01
shrew.n.02	short-tailed_shrew.n.01
brown_algae.n.01	serrated_wrack.n.01
misbehavior.n.01	infantilism.n.02
trip.n.01	errand.n.01
act.n.02	group_action.n.01
worm.n.01	helminth.n.01
breathing.n.01	snore.n.02
fire.n.02	radar_fire.n.01
ablation.n.01	pancreatectomy.n.01
insulation.n.03	lining.n.04
embryo.n.02	morula.n.01
bird_genus.n.01	sphecotheres.n.01
censoring.n.01	national_censorship.n.01
departure.n.01	withdrawal.n.03
bird_genus.n.01	rupicola.n.01
war.n.01	jihad.n.01
wrongdoing.n.02	transgression.n.01
bacteria.n.01	pus-forming_bacteria.n.01
ichthyosaur.n.01	ichthyosaurus.n.01
ballroom_dancing.n.01	beguine.n.03
object.n.01	location.n.01
success.n.02	passing.n.07
fish_genus.n.01	fundulus.n.01
improvement.n.02	perfection.n.03
enticement.n.03	leading_astray.n.01
creation.n.01	pornography.n.01
trespass.n.01	trespass_quare_clausum_fregit.n.01
eubacteria.n.01	spirillum.n.02
bird_family.n.01	troglodytidae.n.01
military_action.n.01	battle.n.01
employment.n.02	paper_route.n.02
eubacteria.n.01	listeria.n.01
veto.n.01	pocket_veto.n.01
social_insurance.n.01	national_insurance.n.01
medication.n.02	administration.n.03
parricide.n.02	matricide.n.02
ocean_trip.n.01	maiden_voyage.n.01
thermography.n.01	mammothermography.n.01
northern_oriole.n.01	bullock's_oriole.n.01
cut.n.18	clip.n.05
fight.n.02	battering.n.01
rearrangement.n.01	musical_chairs.n.02
bunting.n.02	yellow-breasted_bunting.n.01
new_world_warbler.n.01	myrtle_warbler.n.01
jest.n.02	leg-pull.n.01
coral.n.04	stony_coral.n.01
combination.n.07	blend.n.03
research.n.01	field_work.n.01
degradation.n.01	corruption.n.05
aggravation.n.02	aggro.n.01
martin.n.05	purple_martin.n.01
commerce.n.01	importing.n.01
representation.n.10	figuration.n.01
finch.n.01	new_world_goldfinch.n.01
bird_genus.n.01	seiurus.n.01
base_hit.n.01	double.n.01
action.n.01	interaction.n.01
operation.n.06	hysterotomy.n.01
bird_genus.n.01	nymphicus.n.01
coup_d'etat.n.01	countercoup.n.01
bird_genus.n.01	caprimulgus.n.01
performance.n.02	program.n.08
butcherbird.n.01	northern_shrike.n.01
bodybuilding.n.01	weightlift.n.01
fish_family.n.01	cetorhinidae.n.01
check.n.12	poke_check.n.01
waste.n.02	boondoggle.n.01
fire.n.02	searching_fire.n.01
bird.n.01	gallinaceous_bird.n.01
activity.n.01	ceremony.n.03
basketball_play.n.01	give-and-go.n.01
water_travel.n.01	boating.n.01
haste.n.02	dash.n.06
staining.n.01	gram's_method.n.01
cut.n.19	budget_cut.n.01
tort.n.01	invasion_of_privacy.n.01
steering.n.02	command_guidance.n.01
act.n.02	residency.n.01
torture.n.05	picket.n.06
admiration.n.03	adoration.n.02
roping.n.01	steer_roping.n.01
fastening.n.02	linkage.n.04
slide.n.05	snowboarding.n.01
hydrozoan.n.01	sertularian.n.01
abstinence.n.02	inhibition.n.01
salamander.n.01	web-toed_salamander.n.01
vomit.n.03	hyperemesis.n.01
debarment.n.02	suspension.n.07
fish_family.n.01	gasterosteidae.n.01
recording.n.02	mastering.n.02
pit_viper.n.01	rattlesnake.n.01
sea_turtle.n.01	ridley.n.01
golf_stroke.n.01	hook.n.06
telemarketing.n.01	telephone_order.n.01
football.n.01	rugby.n.01
protoctist.n.01	protozoan.n.01
commerce.n.01	e-commerce.n.01
judgment.n.03	affirmation.n.04
course.n.01	workshop.n.02
group_action.n.01	coup_d'etat.n.01
formation.n.07	affixation.n.02
eagle_ray.n.01	spotted_eagle_ray.n.01
fraud.n.01	fraud_in_fact.n.01
shark.n.01	dogfish.n.02
trip.n.01	trek.n.02
bird_genus.n.01	garrulus.n.01
reptile_family.n.01	scincidae.n.01
shark_repellent.n.01	safe_harbor.n.01
position.n.06	apprenticeship.n.01
alga.n.01	seaweed.n.01
ordination.n.03	laying_on_of_hands.n.02
bird_genus.n.01	picoides.n.01
pitched_battle.n.01	lule_burgas.n.01
elapid.n.01	krait.n.01
combination.n.07	mix.n.03
ablation.n.01	lithotomy.n.01
removal.n.01	withdrawal.n.02
coloring.n.03	tinting.n.01
bird_genus.n.01	cacicus.n.01
bird_genus.n.01	amazona.n.01
anguid_lizard.n.01	glass_lizard.n.01
writing.n.01	novelization.n.01
hang.n.03	straight_hang.n.01
kingbird.n.01	arkansas_kingbird.n.01
bird_genus.n.01	formicarius.n.01
teaching.n.01	teaching_reading.n.01
redress.n.02	salve.n.02
true_frog.n.01	green_frog.n.01
acquiring.n.01	catching.n.03
public_office.n.01	bully_pulpit.n.01
takeover_attempt.n.01	bear_hug.n.02
carry.n.01	piggyback.n.01
activity.n.01	operation.n.05
inactivity.n.03	pause.n.02
roller_skating.n.01	rollerblading.n.01
parasite.n.01	endoparasite.n.01
language_lesson.n.01	german_lesson.n.01
fish_genus.n.01	platypoecilus.n.01
restraint.n.01	confinement.n.02
bird_family.n.01	cracidae.n.01
